_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,do_the_photos_capture_any_event_or_incident,do_the_photos_capture_any_event_or_incident:confidence,enter_the_code_at_the_bottom_of_the_above_link,if_there_is_an_event_copy_the_highlighted_keyword_to_here_colored_in_blue_on_each_row,orig__golden,orig_do_the_photos_capture_any_event_or_incident,do_the_photos_capture_any_event_or_incident_gold,do_the_photos_capture_any_event_or_incident_gold_reason,orig_enter_the_code_at_the_bottom_of_the_above_link,enter_the_code_at_the_bottom_of_the_above_link_gold,enter_the_code_at_the_bottom_of_the_above_link_gold_reason,url
253616084,false,finalized,2,2/13/2013 01:29:40,Yes,0.5189,"601456
601456","
centralpark",,,,,,601456,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51149037c2a3754cfe66a266
253616085,false,finalized,2,2/13/2013 01:07:16,Yes,0.5024,"259286
259286","sunday love
",,,,,,259286,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147bd8c2a3754cfe668740
253616086,false,finalized,2,2/13/2013 00:49:27,No,0.5079,"164256
164256","
bergdorf holidays photography",,,,,,164256,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511478e8c2a3754cfe6684b9
253616087,false,finalized,2,2/13/2013 01:26:38,No,0.5102,"121859
121859","
",,,,,,121859,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148bb4c2a3754cfe669bb2
253616088,false,finalized,2,2/13/2013 00:46:28,No,1.0,"25169
25169","
",,,,,,25169,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147dafc2a3754cfe66894e
253616089,false,finalized,2,2/13/2013 00:08:04,No,1.0,"991316
991316","
",,,,,,991316,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147afac2a3754cfe66868b
253616090,false,finalized,2,2/13/2013 01:03:35,No,1.0,"528921
528921","
",,,,,,528921,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511486cdc2a3754cfe66950c
253616091,false,finalized,2,2/13/2013 00:04:23,No,1.0,"258170
258170","
",,,,,,258170,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148459c2a3754cfe6690f8
253616092,false,finalized,2,2/13/2013 01:08:04,No,1.0,"63880
63880","
",,,,,,63880,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511485eac2a3754cfe6693bd
253616093,false,finalized,2,2/13/2013 01:00:00,No,1.0,"585965
585965","
",,,,,,585965,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511487d0c2a3754cfe66964a
253616094,false,finalized,2,2/13/2013 00:11:35,No,0.5128,"637993
637993","
party",,,,,,637993,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148898c2a3754cfe669760
253616095,false,finalized,2,2/13/2013 01:02:23,No,1.0,"16821
16821","
",,,,,,16821,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148075c2a3754cfe668d0d
253616096,false,finalized,2,2/13/2013 00:56:03,No,1.0,"417964
417964","
",,,,,,417964,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148079c2a3754cfe668d2e
253616097,false,finalized,2,2/13/2013 01:06:20,Yes,1.0,"661853
661853","vinh
live",,,,,,661853,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147e68c2a3754cfe668a58
253616098,false,finalized,3,2/13/2013 01:03:38,No,0.3575,"892342
739141
739141","

rocked",,,,,,739141,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511483ffc2a3754cfe6690c7
253616099,false,finalized,2,2/13/2013 00:57:16,No,1.0,"67133
40050","
",,,,,,67133,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147f85c2a3754cfe668bd6
253616100,false,finalized,2,2/12/2013 23:44:23,No,1.0,"678612
678612","
",,,,,,678612,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148d9fc2a3754cfe669eec
253616101,false,finalized,2,2/12/2013 23:18:07,No,1.0,"363382
363382","memorial
",,,,,,363382,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511487d8c2a3754cfe669652
253616102,false,finalized,2,2/13/2013 00:06:48,Yes,0.5238,"446280
446280","
washington evening studios posh square speech december ghostly",,,,,,446280,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511482bac2a3754cfe668f42
253616103,false,finalized,2,2/13/2013 00:55:05,No,1.0,"245892
245892","
",,,,,,245892,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/5114a34ac2a3754cfe66b9b4
253616104,false,finalized,2,2/13/2013 00:42:42,No,0.5173,"51148898c2a3754cfe669764
47990","
great, cafe, cheese",,,,,,47990,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148898c2a3754cfe669764
253616105,false,finalized,2,2/13/2013 01:07:28,No,1.0,"268976
268976","
",,,,,,268976,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511484dcc2a3754cfe669213
253616106,false,finalized,2,2/13/2013 00:10:32,Yes,0.5072,"418625
418625","random
streetart",,,,,,418625,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147e20c2a3754cfe6689f3
253616107,false,finalized,2,2/13/2013 00:42:43,No,1.0,"28220
28220","
",,,,,,28220,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/5114899ac2a3754cfe669864
253616108,false,finalized,2,2/12/2013 18:07:49,No,0.5439,"90777
90777","
",,,,,,90777,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511478e9c2a3754cfe6684bb
253616109,false,finalized,2,2/13/2013 00:51:23,No,1.0,"15308
15308","
",,,,,,15308,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148360c2a3754cfe66901d
253616110,false,finalized,2,2/12/2013 23:44:23,No,1.0,"133340
133340","
",,,,,,133340,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511491e9c2a3754cfe66a4e7
253616111,false,finalized,2,2/13/2013 00:35:58,No,1.0,"99130
99130","
",,,,,,99130,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511483e2c2a3754cfe66906e
253616112,false,finalized,2,2/13/2013 00:43:01,Yes,0.5052,"547533
547533","
jr dinosaur vile kurt black dino frank",,,,,,547533,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148f5fc2a3754cfe66a195
253616113,false,finalized,2,2/13/2013 01:02:42,No,1.0,"326247
326247","
",,,,,,326247,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148f10c2a3754cfe66a161
253616114,false,finalized,2,2/13/2013 01:01:45,No,1.0,"127407
127407","point, barney, sign
",,,,,,127407,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511494c8c2a3754cfe66a7b2
253616115,false,finalized,2,2/13/2013 00:43:34,No,1.0,"575815
575815","
",,,,,,575815,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/5114816ac2a3754cfe668e4f
253616116,false,finalized,2,2/13/2013 00:29:17,No,1.0,"665725
665725","
",,,,,,665725,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511491c5c2a3754cfe66a485
253616117,false,finalized,2,2/13/2013 00:02:50,No,1.0,"614690
614690","
",,,,,,614690,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147c8ac2a3754cfe6687dd
253616118,false,finalized,2,2/12/2013 23:50:16,No,1.0,"562171
562171","
",,,,,,562171,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148751c2a3754cfe6695c3
253616119,false,finalized,2,2/13/2013 01:17:44,No,1.0,"771629
771629","
",,,,,,771629,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148b78c2a3754cfe669b1a
253616120,false,finalized,2,2/13/2013 00:53:48,No,1.0,"856867
856867","
",,,,,,856867,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148e11c2a3754cfe669fcd
253616121,false,finalized,2,2/12/2013 23:12:38,No,1.0,"428250
428250","random
",,,,,,428250,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148809c2a3754cfe6696a5
253616122,false,finalized,2,2/13/2013 00:54:28,No,1.0,"425850
425850","
",,,,,,425850,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148b03c2a3754cfe669a69
253616123,false,finalized,2,2/13/2013 00:31:10,No,1.0,"860935
860935","
",,,,,,860935,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148489c2a3754cfe66915c
253616124,false,finalized,2,2/13/2013 00:18:03,No,1.0,"278630
278630","random
",,,,,,278630,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511483d5c2a3754cfe669041
253616125,false,finalized,2,2/13/2013 01:13:39,No,1.0,"469158
469158","
",,,,,,469158,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147cd0c2a3754cfe668852
253616126,false,finalized,2,2/13/2013 00:12:33,Yes,0.5042,"480411
480411","skeleton randy ""tribeca
",,,,,,480411,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511488bcc2a3754cfe669793
253616127,false,finalized,2,2/13/2013 00:53:21,Not Sure,0.5201,"70491
70491","
",,,,,,70491,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511487bdc2a3754cfe669634
253616128,false,finalized,2,2/12/2013 23:23:08,No,1.0,"791623
791623","
",,,,,,791623,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147a6dc2a3754cfe6685f9
253616129,false,finalized,2,2/12/2013 23:50:51,Yes,0.5118,"186366
186366","random
",,,,,,186366,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148d6ec2a3754cfe669e96
253616130,false,finalized,2,2/13/2013 00:33:48,No,1.0,"389565
389565","
random",,,,,,389565,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147e4cc2a3754cfe668a40
253616131,false,finalized,2,2/13/2013 00:27:12,No,1.0,"440311
440311","
random",,,,,,440311,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148030c2a3754cfe668c8d
253616132,false,finalized,2,2/13/2013 00:05:50,No,1.0,"263650
263650","
",,,,,,263650,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148659c2a3754cfe6694ae
253616133,false,finalized,2,2/13/2013 00:30:27,No,1.0,"263415
263415","
",,,,,,263415,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511484bdc2a3754cfe6691bf
253616134,false,finalized,2,2/13/2013 01:15:45,No,1.0,"719762
719762","
",,,,,,719762,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148620c2a3754cfe66941e
253616135,false,finalized,2,2/13/2013 00:52:43,No,1.0,"162069
162069","
",,,,,,162069,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147b41c2a3754cfe6686c0
253616136,false,finalized,2,2/13/2013 01:33:29,Yes,0.5046,"77561
77561","
friends"" centralpark m grandcentralstation",,,,,,77561,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147cbac2a3754cfe668827
253616137,false,finalized,2,2/13/2013 01:07:50,No,1.0,"432508
432508","
",,,,,,432508,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148648c2a3754cfe669480
253616138,false,finalized,2,2/13/2013 01:11:04,No,1.0,"890069
890069","
",,,,,,890069,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148821c2a3754cfe6696da
253616139,false,finalized,2,2/13/2013 00:51:51,No,1.0,"929817
929817","
",,,,,,929817,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511479f5c2a3754cfe66856b
253616140,false,finalized,2,2/13/2013 00:43:04,No,1.0,"829459
829459","
",,,,,,829459,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148ddbc2a3754cfe669f35
253616141,false,finalized,2,2/13/2013 00:48:33,No,1.0,"411672
411672","
",,,,,,411672,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147ef6c2a3754cfe668b1a
253616142,false,finalized,2,2/13/2013 00:59:39,No,1.0,"442547
442547","
",,,,,,442547,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147f74c2a3754cfe668bb8
253616143,false,finalized,2,2/13/2013 00:58:24,No,1.0,"128863
128863","
",,,,,,128863,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148e79c2a3754cfe66a051
253616144,false,finalized,2,2/13/2013 01:06:13,No,1.0,"627660
627660","
",,,,,,627660,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147d95c2a3754cfe66890f
253616145,false,finalized,2,2/13/2013 01:01:28,No,1.0,"929181
929181","
no unique activity",,,,,,929181,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511483d3c2a3754cfe66903b
253616146,false,finalized,2,2/13/2013 01:11:31,No,1.0,"546661
168406","
",,,,,,546661,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/5114854ac2a3754cfe6692d3
253616147,false,finalized,2,2/13/2013 01:06:20,No,1.0,"512981
512981","
",,,,,,512981,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148138c2a3754cfe668e27
253616148,false,finalized,2,2/13/2013 01:10:27,No,1.0,"169003
169003","
",,,,,,169003,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147901c2a3754cfe6684dd
253616149,false,finalized,3,2/13/2013 00:48:33,Yes,0.667,"967920
967920
967920","frank ocean spotify event press live
frank ocean spotify
",,,,,,967920,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148c24c2a3754cfe669cc1
253616150,false,finalized,2,2/13/2013 01:29:02,No,1.0,"613104
613104","
",,,,,,613104,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/5114810dc2a3754cfe668e09
253616151,false,finalized,2,2/13/2013 01:11:54,No,0.5122,"527719
527719","promisedland
",,,,,,527719,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511489b8c2a3754cfe669883
253616152,false,finalized,2,2/13/2013 00:59:34,No,1.0,"659785
659785","
",,,,,,659785,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147d50c2a3754cfe6688d5
253616153,false,finalized,2,2/12/2013 23:57:28,Yes,0.5096,"633975
633975","smoked yummy
",,,,,,633975,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511494d8c2a3754cfe66a7f1
253616154,false,finalized,2,2/13/2013 01:09:00,No,1.0,"157431
157431","case, page, bridge
",,,,,,157431,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148ba5c2a3754cfe669b61
253616155,false,finalized,2,2/13/2013 00:54:30,No,1.0,"920912
920912","
",,,,,,920912,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511485b7c2a3754cfe669369
253616156,false,finalized,2,2/13/2013 00:57:12,No,1.0,"741010
741010","
",,,,,,741010,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511485adc2a3754cfe669364
253616157,false,finalized,2,2/13/2013 00:38:55,No,1.0,"909845
909845","
",,,,,,909845,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148626c2a3754cfe669447
253616158,false,finalized,2,2/12/2013 18:06:42,No,1.0,"758158
758158","
",,,,,,758158,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147d52c2a3754cfe6688da
253616159,false,finalized,2,2/13/2013 01:13:39,No,1.0,"423030
423030","
",,,,,,423030,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147ee0c2a3754cfe668b00
253616160,false,finalized,2,2/13/2013 00:41:04,No,0.5009,"558087
558087","
",,,,,,558087,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/5114926dc2a3754cfe66a57b
253616161,false,finalized,2,2/13/2013 01:06:59,No,1.0,"926240
926240","
no unique activity",,,,,,926240,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511497d3c2a3754cfe66ac3f
253616162,false,finalized,2,2/13/2013 01:01:35,No,1.0,"692022
324443","
",,,,,,324443,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148e1bc2a3754cfe669ff6
253616163,false,finalized,2,2/13/2013 01:33:23,No,1.0,"941233
941233","
",,,,,,941233,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511488b9c2a3754cfe66978c
253616164,false,finalized,2,2/13/2013 01:11:20,No,1.0,"187312
187312","
",,,,,,187312,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148a2ac2a3754cfe66992d
253616165,false,finalized,3,2/13/2013 01:29:40,Yes,0.616,"874931
758657
874931","love
wiredstore
",,,,,,874931,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/5114a47fc2a3754cfe66bb07
253616166,false,finalized,2,2/13/2013 01:00:53,No,1.0,"214607
214607","
",,,,,,214607,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148b0fc2a3754cfe669a71
253616167,false,finalized,2,2/13/2013 00:00:04,No,1.0,"514533
514533","centralpark
",,,,,,514533,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/5114941cc2a3754cfe66a77b
253616168,false,finalized,3,2/13/2013 02:08:12,No,1.0,"75630
75630
75630","

",,,,,,75630,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148fd9c2a3754cfe66a209
253616169,false,finalized,2,2/12/2013 23:59:30,No,1.0,"148699
148699","
",,,,,,148699,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148973c2a3754cfe66981a
253616170,false,finalized,2,2/13/2013 00:57:49,No,0.55,"328567
328567","good
",,,,,,328567,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511484fdc2a3754cfe6692a8
253616171,false,finalized,2,2/13/2013 00:41:38,No,0.5251,"272611
272611","dfdfds dvdsds
",,,,,,272611,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148082c2a3754cfe668d4b
253616172,false,finalized,2,2/13/2013 00:55:07,No,1.0,"654903
654903","
",,,,,,654903,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148996c2a3754cfe66984f
253616173,false,finalized,2,2/13/2013 01:10:38,No,0.5511,"360762
533058","""og"" ""julepynt""""sleeve""  ""help""""knee""  ""cheese""""mitzvah"" ""ran""""stripes""
interpol lights",,,,,,360762,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511480dac2a3754cfe668dac
253616174,false,finalized,2,2/13/2013 00:45:16,No,1.0,"195562
195562","
",,,,,,195562,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511486dec2a3754cfe66954c
253616175,false,finalized,2,2/13/2013 01:09:26,No,1.0,"534496
534496","
",,,,,,534496,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148010c2a3754cfe668c63
253616176,false,finalized,2,2/13/2013 00:23:39,No,0.5185,"613847
613847","
super bmsr love",,,,,,613847,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147aa9c2a3754cfe66863b
253616177,false,finalized,2,2/13/2013 00:43:38,No,0.5461,"567730
567730","
",,,,,,567730,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147f7fc2a3754cfe668bca
253616178,false,finalized,2,2/13/2013 00:29:01,No,1.0,"125946
125946","
",,,,,,125946,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511489d8c2a3754cfe6698b3
253616179,false,finalized,2,2/13/2013 01:10:04,No,1.0,"175813
646151","
",,,,,,646151,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/5114848ac2a3754cfe669163
253616180,false,finalized,2,2/12/2013 23:57:53,Yes,0.5411,"454967
454967","these photos
morimoto, event, tuna",,,,,,454967,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511488f7c2a3754cfe6697ed
253616181,false,finalized,2,2/13/2013 01:09:26,No,1.0,"239909
239909","
",,,,,,239909,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/5114861ec2a3754cfe66940e
253616182,false,finalized,2,2/13/2013 01:03:43,No,0.5009,"416679
416679","
highonfire",,,,,,416679,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147a51c2a3754cfe66859d
253616183,false,finalized,2,2/13/2013 01:10:09,No,1.0,"751845
751845","
random",,,,,,751845,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51149584c2a3754cfe66a8b1
253616184,false,finalized,2,2/13/2013 01:29:40,No,1.0,"171507
171507","
no",,,,,,171507,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511487bac2a3754cfe66962d
253616185,false,finalized,2,2/13/2013 01:10:38,Yes,0.5789,"951381
516954","faith paloma amazing get
",,,,,,951381,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511484e2c2a3754cfe66922d
253616186,false,finalized,2,2/13/2013 00:06:21,No,1.0,"655572
655572","
",,,,,,655572,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147f1ec2a3754cfe668b4f
253616187,false,finalized,2,2/13/2013 00:18:25,No,1.0,"277983
277983","
",,,,,,277983,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148fdcc2a3754cfe66a219
253616188,false,finalized,2,2/13/2013 00:32:25,No,1.0,"61956
61956","
",,,,,,61956,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511485efc2a3754cfe6693de
253616189,false,finalized,2,2/12/2013 23:24:19,No,1.0,"449737
449737","
",,,,,,449737,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148631c2a3754cfe669457
253616190,false,finalized,2,2/13/2013 01:09:56,No,1.0,"86500
86500","
",,,,,,86500,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148e14c2a3754cfe669fe0
253616191,false,finalized,2,2/13/2013 00:59:58,No,1.0,"496461
496461","
",,,,,,496461,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511492bbc2a3754cfe66a5cb
253616192,false,finalized,2,2/13/2013 00:10:32,No,1.0,"176831
176831","
",,,,,,176831,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511484dcc2a3754cfe669214
253616193,false,finalized,2,2/12/2013 23:15:26,Yes,0.5641,"77684
77684","
sandy restoration water",,,,,,77684,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51149188c2a3754cfe66a40f
253616194,false,finalized,2,2/13/2013 02:57:47,No,1.0,"332595
332595","
332595",,,,,,332595,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147b59c2a3754cfe66870c
253616195,false,finalized,2,2/13/2013 03:09:45,No,1.0,"257430
257430","
",,,,,,257430,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147ac8c2a3754cfe668655
253616196,false,finalized,2,2/13/2013 03:05:20,No,1.0,"615839
615839","
",,,,,,615839,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511484f7c2a3754cfe66929d
253616197,false,finalized,2,2/13/2013 03:01:25,Yes,1.0,"29088
29088","love
",,,,,,29088,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147dbac2a3754cfe668961
253616198,false,finalized,2,2/13/2013 03:07:54,Yes,0.505,"242868
242868","
",,,,,,242868,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/5114a33cc2a3754cfe66b991
253616199,false,finalized,2,2/13/2013 03:03:01,Not Sure,0.5352,"81749
81749","
",,,,,,81749,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51149ac1c2a3754cfe66af8b
253616200,false,finalized,2,2/13/2013 02:56:37,No,1.0,"571500
571500","
",,,,,,571500,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148882c2a3754cfe66973b
253616201,false,finalized,2,2/13/2013 03:04:43,No,1.0,"990165
990165","
",,,,,,990165,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148ae4c2a3754cfe669a03
253616202,false,finalized,2,2/13/2013 03:08:54,Yes,0.5215,"632725
632725","no unique activity
holidays rga techno violin",,,,,,632725,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511487aec2a3754cfe669624
253616203,false,finalized,2,2/13/2013 03:01:57,No,1.0,"249067
249067","
",,,,,,249067,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511499fac2a3754cfe66aead
253616204,false,finalized,2,2/13/2013 03:00:10,No,1.0,"275647
275647","275647
",,,,,,275647,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148cd7c2a3754cfe669ddc
253616205,false,finalized,2,2/13/2013 03:12:38,No,1.0,"69679
69679","random
",,,,,,69679,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511484f8c2a3754cfe6692a3
253616206,false,finalized,2,2/13/2013 02:59:37,Yes,0.5309,"625786
625786","625786
brooklyn",,,,,,625786,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/5114a32bc2a3754cfe66b952
253616207,false,finalized,2,2/13/2013 02:59:56,No,0.5228,"838350
838350","empire
",,,,,,838350,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147ea4c2a3754cfe668acc
253616208,false,finalized,2,2/13/2013 03:14:39,No,1.0,"26325
26325","26325
",,,,,,26325,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51149b90c2a3754cfe66b097
253616209,false,finalized,2,2/13/2013 03:15:36,No,1.0,"390129
390129","390129
",,,,,,390129,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147e80c2a3754cfe668a85
253616210,false,finalized,2,2/13/2013 03:08:08,No,1.0,"949285
949285","
",,,,,,949285,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511494e8c2a3754cfe66a81a
253616211,false,finalized,2,2/13/2013 03:14:48,No,1.0,"862211
862211","
",,,,,,862211,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/5114841dc2a3754cfe6690e4
253616212,false,finalized,2,2/13/2013 02:59:26,No,1.0,"267705
267705","
",,,,,,267705,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/5114855dc2a3754cfe6692e9
253616213,false,finalized,2,2/13/2013 03:11:13,No,1.0,"36910
36910","36910
",,,,,,36910,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148ad3c2a3754cfe6699c6
253616214,false,finalized,2,2/13/2013 03:03:32,No,1.0,"619471
619471","
",,,,,,619471,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51149d4dc2a3754cfe66b30e
